PortName,Country,Latitude,Longitude,Min Temp,Max Temp,Annual Temp,Salinity,TempSource,SalinitySource,DataNotes
Gualeguaychu,ARG,-33,-58.5,13.22,25.92,19.7,0,Air,DistIn,0
Ibicuy,ARG,-33.74278,-59.16806,12.62,25.52,19.12,27.3,Air,Close,0
Parana,ARG,-31.73333,-60.45,14.12,26.23,20.39,0,Air,DistIn,0
Puerto.Acevedo,ARG,-33.3,-60.25,12.72,25.44,19.25,0,Air,DistIn,0
Puerto.Belgrano,ARG,-38.9,-62.1,9.97,24.44,17.14,33.76,Air,WOA,0
Puerto.Deseado,ARG,-47.75028,-65.89417,6.29,18.43,12.31,33.01,Air,WOA,0
Puerto.Galvan,ARG,-38.78333,-62.3,10.16,24.61,17.32,26.45,Air,Model,0
Puerto.Madryn,ARG,-42.73861,-65.04722,8.66,22.97,15.9,33.7,Air,WOA,0
Puerto.Martins,ARG,-33.43333,-60.06667,12.52,25.44,19.1,0,Air,DistIn,0
Puerto.Obligado,ARG,-33.63333,-59.8,12.32,25.44,19.01,0,Air,DistIn,0
Puerto.Rosales,ARG,-38.91667,-62.06667,9.97,24.44,17.14,33.76,Air,WOA,0
Puerto.Vilelas,ARG,-27.48333,-58.86667,17.54,27.66,23.03,0,Air,DistIn,0
Punta.Colorada,ARG,-41.7,-65.03333,9.31,23.76,16.59,34.16,Air,WOA,0
Reconquista,ARG,-29.13333,-59.63333,16.54,27.15,22.15,0,Air,DistIn,0
Rio.Gallegos,ARG,-51.61694,-69.22111,4.2,15.33,9.79,20.1,Air,Model,0
Rosario,ARG,-32.95528,-60.635,13.12,25.6,19.49,0,Air,DistIn,0
San.Antonio.Este.,ARG,-40.81694,-64.75194,10.07,24.53,17.44,34.1,Air,WOA,0
San.Lorenzo.-.San.Martin.,ARG,-32.7325,-60.73028,13.22,25.6,19.56,0,Air,DistIn,0
San.Nicolas.ARG,ARG,-33.33139,-60.2225,12.72,25.44,19.25,0,Air,DistIn,0
San.Pedro.ARG,ARG,-33.67917,-59.66361,12.22,25.36,18.91,0,Air,DistIn,0
Santa.Fe,ARG,-31.6425,-60.70278,14.42,26.7,20.9,0,Air,DistIn,0
Timbues,ARG,-32.63333,-60.73333,13.42,25.68,19.7,0,Air,DistIn,0
Ushuaia,ARG,-54.80194,-68.22639,3.26,10.07,6.57,33.71,Air,WOA,0
Villa.Constitucion,ARG,-33.22361,-60.33194,12.72,25.44,19.25,0,Air,DistIn,0
Adelaide,AUS,-34.85028,138.56694,12.92,23.67,18.38,24.15,Air,Model,0
Albany.AUS,AUS,-35.02778,117.89556,13.62,21.41,17.54,35.71,Air,WOA,0
Ardrossan.AUS,AUS,-34.43444,137.91194,12.92,24.36,18.81,36.5,Air,WOA,0
Barry.Beach,AUS,-38.71667,146.38333,11.13,20.66,15.84,23.9,Air,Model,0
Bell.Bay,AUS,-41.13333,146.86667,10.45,19.51,14.81,16.81,Air,Model,0
Botany.Bay,AUS,-33.96528,151.22444,14.32,24.1,19.84,15.57,Air,Model,0
Brisbane,AUS,-27.42222,153.11111,16.94,26.08,22.31,15.89,Air,Model,0
Broome,AUS,-17.96194,122.23361,22.79,29.73,27.32,35.09,Air,WOA,0
Bundaberg,AUS,-24.80667,152.40028,18.43,26.85,23.52,14.6,Air,Model,0
Burnie,AUS,-41.0575,145.905,9.78,18.63,14.06,35.29,Air,WOA,0
Busselton,AUS,-33.63333,115.33333,14.93,23.58,18.93,35.76,Air,WOA,0
Caboolture,AUS,-27.08333,152.95,15.63,25.44,21.41,17.56,Air,Model,0
Carnarvon,AUS,-24.88333,113.66667,17.94,28.29,23.58,35.37,Air,WOA,0
Cooktown,AUS,-15.46667,145.16667,23.93,28.36,26.63,34.9,Air,WOA,0
Derby,AUS,-17.30389,123.62972,23.67,30.27,28.01,35.07,Air,WOA,0
Esperance,AUS,-33.87361,121.89194,13.92,22.7,18.93,35.87,Air,WOA,0
Fremantle,AUS,-32.05917,115.75083,15.53,25.52,20.38,35.64,Air,WOA,0
Geelong,AUS,-38.13444,144.34917,11.33,21.51,16.41,4.61,Air,Model,0
Georgetown.AUS,AUS,-41.1,146.81667,10.74,19.61,15,18.68,Air,Model,0
Geraldton,AUS,-28.77861,114.58972,16.34,26.92,21.59,35.59,Air,WOA,0
Grafton,AUS,-29.7,152.95,14.22,25.19,20.65,1.71,Air,Model,0
Hastings.AUS,AUS,-38.29528,145.21306,11.72,21.69,16.65,15.79,Air,Model,0
Hexham,AUS,-32.81667,151.66667,13.22,24.61,19.6,9.85,Air,Model,0
Hobart,AUS,-42.83833,147.28944,7.93,16.94,12.4,14.93,Air,Model,0
Inspection.Head,AUS,-41.15,146.81667,10.74,19.61,15,16.85,Air,Model,0
Karumba,AUS,-17.48889,140.83722,23.41,30.03,27.67,32.9,Air,WOA,0
Kincumber.South,AUS,-33.46667,151.36667,13.42,23.85,19.24,19.27,Air,Model,0
Kwinana,AUS,-32.21667,115.75,15.23,25.28,20.03,35.64,Air,WOA,0
Launceston,AUS,-41.43639,147.13611,9.22,19.22,14,1.59,Air,Model,0
Mackay,AUS,-21.10778,149.2175,18.93,26.85,23.58,35.46,Air,WOA,0
Macquarie.Hbr.,AUS,-42.16667,145.33333,10.16,17.54,13.74,18.83,Air,Model,0
Maryborough,AUS,-25.53333,152.71667,16.64,25.84,22.02,4.55,Air,Model,0
Melbourne,AUS,-37.83111,144.91778,11.04,21.97,16.51,4.43,Air,Model,0
Newcastle.AUS,AUS,-32.90528,151.76361,14.32,24.78,20.27,16.85,Air,Model,0
Point.Wilson,AUS,-38.1,144.5,11.33,21.51,16.41,9.17,Air,Model,0
Port.Augusta,AUS,-32.5,137.78333,13.22,26.31,20.25,23.37,Air,Model,0
Port.Bonython,AUS,-32.98889,137.76722,13.12,25.84,19.89,37.25,Air,WOA,0
Port.Douglas,AUS,-16.48333,145.45,23.85,28.56,26.71,34.9,Air,WOA,0
Port.Hedland,AUS,-20.31556,118.58222,21.79,30.21,27.59,35.23,Air,WOA,0
Port.Huon,AUS,-43.16667,147,8.38,16.74,12.53,16.94,Air,Model,0
Port.Kembla,AUS,-34.465,150.88917,12.92,23.14,18.56,35.56,Air,WOA,0
Port.Latta,AUS,-40.85361,145.38722,9.88,18.24,13.94,35.26,Air,WOA,0
Port.Lincoln,AUS,-34.72444,135.86917,14.02,22.7,18.36,35.93,Air,WOA,0
Port.Pirie,AUS,-33.16861,138.01083,12.72,25.36,19.24,37.25,Air,WOA,0
Port.Welshpool,AUS,-38.7,146.45,11.13,20.66,15.84,23.9,Air,Model,0
Portland.AUS,AUS,-38.35056,141.60583,11.82,20.28,15.91,35.4,Air,WOA,0
Rockhampton,AUS,-23.4,150.55,17.94,27.29,23.7,3.21,Air,Model,0
Sydney.AUS,AUS,-33.8575,151.20639,14.32,24.1,19.84,13.3,Air,Model,0
Thevenard,AUS,-32.14694,133.64667,13.42,23.58,18.93,35.98,Air,WOA,0
Triabunna,AUS,-42.45,147.93333,9.69,18.43,14.05,20.69,Air,Model,0
Ulverstone,AUS,-41.23333,146.16667,9.12,18.14,13.45,35.29,Air,WOA,0
Wallaroo,AUS,-33.92944,137.62472,13.02,25.11,19.25,36.85,Air,WOA,0
Weipa,AUS,-12.66417,141.87056,25.52,28.76,27.42,33.82,Air,WOA,0
Wyndham,AUS,-15.45194,128.10306,24.44,30.83,28.61,18.08,Air,Model,0
Korneuburg,AUT,48.36667,16.33333,2.65,21.51,11.76,0,Air,DistIn,0
Linz,AUT,48.31667,14.3,2.31,20.38,10.65,0,Air,DistIn,0
Vienna,AUT,48.21667,16.36667,2.89,21.97,12.21,0,Air,DistIn,0
Antwerp,BEL,51.24472,4.41139,5.32,19.61,11.97,0.31,Air,Model,0
Baasrode,BEL,51.05,4.16667,5.48,19.7,12.11,0,Air,DistIn,0
Balen,BEL,51.16667,5.16667,5.01,19.7,11.89,0,Air,DistIn,0
Boom,BEL,51.08333,4.36667,5.16,19.7,12.03,0,Air,DistIn,0
Bruges,BEL,51.22194,3.22083,5.8,19.12,11.9,17.94,Air,Model,0
Brussels,BEL,50.82806,4.31528,5.16,19.51,11.93,0,Air,DistIn,0
Buggenhout,BEL,51.01667,4.2,5.32,19.7,12.09,0,Air,DistIn,0
Burcht,BEL,51.2,4.33333,5.4,19.51,12.01,0,Air,Model,0
Chatelineau,BEL,50.41667,4.51667,4.64,19.32,11.44,0,Air,DistIn,0
Dendermonde,BEL,51.03333,4.11667,5.48,19.7,12.11,0,Air,DistIn,0
Doel,BEL,51.31667,4.26667,5.4,19.51,12.01,2.19,Air,Model,0
Engis,BEL,50.58333,5.4,4.42,19.22,11.3,0,Air,DistIn,0
Ertvelde,BEL,51.2,3.78333,5.64,19.51,12.1,2.24,Air,Model,0
Geel,BEL,51.15,4.96667,5.01,19.7,11.92,0,Air,DistIn,0
Genk,BEL,50.94139,5.50194,4.86,19.51,11.71,0,Air,DistIn,0
Ghent,BEL,51.08806,3.74528,5.56,19.61,12.14,1.55,Air,Model,0
Grimbergen,BEL,50.93333,4.36667,5.01,19.7,12.01,0,Air,DistIn,0
Grobbendonk,BEL,51.2,4.75,5.09,19.51,11.84,0,Air,DistIn,0
Haren.BEL,BEL,50.9,4.38333,5.01,19.7,12.01,0,Air,DistIn,0
Hemiksem,BEL,51.15028,4.33583,5.16,19.7,12.03,0.07,Air,Model,0
Hermalle.sous.Huy,BEL,50.55,5.36667,4.42,19.22,11.3,0,Air,DistIn,0
Hingene,BEL,51.11667,4.26667,5.32,19.7,12.09,0.46,Air,Model,0
Hoboken,BEL,51.16667,4.33333,5.32,19.7,12.09,0.07,Air,Model,0
Humbeek,BEL,50.96667,4.38333,5.01,19.7,12.01,0,Air,DistIn,0
Kallo,BEL,51.25,4.28333,5.4,19.51,12.01,1.06,Air,Model,0
Kapelle.op.den.Bos,BEL,51.01667,4.36667,5.16,19.7,12.03,0,Air,DistIn,0
Kruibeke,BEL,51.16667,4.31667,5.32,19.7,12.09,0.07,Air,Model,0
Kwaadmechelen,BEL,51.1,5.15,5.01,19.7,11.89,0,Air,DistIn,0
Lanaken,BEL,50.88333,5.65,4.86,19.51,11.71,0,Air,DistIn,0
Langerbrugge,BEL,51.11667,3.75,5.56,19.61,12.14,1.55,Air,Model,0
Liefkenshoek,BEL,51.3,4.28333,5.4,19.51,12.01,2.19,Air,Model,0
Liege,BEL,50.635,5.57,4.49,19.32,11.4,0,Air,DistIn,0
Lillo,BEL,51.3,4.3,5.4,19.51,12.01,2.19,Air,Model,0
Lixhe,BEL,50.73333,5.7,4.64,19.41,11.56,0,Air,DistIn,0
Maasmechelen,BEL,50.96667,5.7,4.86,19.51,11.69,0,Air,DistIn,0
Marly,BEL,50.88333,4.38333,5.01,19.7,12.01,0,Air,DistIn,0
Mechelen,BEL,51.03333,4.46667,5.16,19.7,12.03,0,Air,DistIn,0
Melle,BEL,51,3.8,5.32,19.51,11.98,1.27,Air,Model,0
Merksem,BEL,51.23333,4.48333,5.32,19.61,11.97,0.19,Air,Model,0
Nameche,BEL,50.46667,4.98333,4.56,19.22,11.3,0,Air,DistIn,0
Niel,BEL,51.11667,4.33333,5.32,19.7,12.09,0.32,Air,Model,0
Nieuwpoort,BEL,51.13361,2.74833,5.8,18.63,11.67,34.36,Air,WOA,0
Olen.BEL,BEL,51.15,4.86667,5.01,19.7,11.92,0,Air,DistIn,0
Oostkamp,BEL,51.15,3.25,5.72,19.12,11.85,15.48,Air,Model,0
Puurs,BEL,51.06667,4.26667,5.32,19.7,12.09,0,Air,DistIn,0
Rieme,BEL,51.16667,3.76667,5.56,19.61,12.14,2.11,Air,Model,0
Ruisbroek,BEL,50.78333,4.28333,5.16,19.51,11.93,0,Air,DistIn,0
Rumst,BEL,51.06667,4.41667,5.16,19.7,12.03,0,Air,DistIn,0
Rupelmonde,BEL,51.13333,4.28333,5.32,19.7,12.09,0.46,Air,Model,0
Schelle,BEL,51.13333,4.31667,5.32,19.7,12.09,0.32,Air,Model,0
Schoten,BEL,51.25,4.5,5.32,19.61,11.97,0.19,Air,Model,0
Seilles,BEL,50.5,5.08333,4.27,18.83,10.91,0,Air,DistIn,0
Sint-Kruis-Winkel,BEL,51.15,3.8,5.56,19.61,12.14,2.11,Air,Model,0
Temse,BEL,51.13333,4.21667,5.32,19.7,12.09,0,Air,DistIn,0
Terdonk,BEL,51.15,3.78333,5.56,19.61,12.14,2.11,Air,Model,0
Terhagen,BEL,51.08333,4.38333,5.16,19.7,12.03,0,Air,DistIn,0
Tessenderlo,BEL,51.06667,5.08333,5.01,19.7,11.89,0,Air,DistIn,0
Tielrode,BEL,51.11667,4.21667,5.32,19.7,12.09,0,Air,DistIn,0
Tisselt,BEL,51.03333,4.36667,5.16,19.7,12.03,0,Air,DistIn,0
Val.St..Lambert,BEL,50.56667,5.46667,4.42,19.22,11.3,0,Air,DistIn,0
Verbrande.Brug,BEL,50.95,4.38333,5.01,19.7,12.01,0,Air,DistIn,0
Vilvoorde,BEL,50.95,4.41667,5.01,19.7,12.01,0,Air,DistIn,0
Wielingen,BEL,51.38333,3.38333,5.8,19.22,11.97,33.35,Air,WOA,0
Willebroek,BEL,51.05,4.35,5.16,19.7,12.03,0,Air,DistIn,0
Wintham,BEL,51.1,4.28333,5.32,19.7,12.09,0.46,Air,Model,0
Wondelgem,BEL,51.08333,3.71667,5.56,19.61,12.14,1.55,Air,Model,0
Zandvoorde,BEL,51.21667,2.96667,5.88,18.73,11.71,34.04,Air,WOA,0
Zelzate,BEL,51.2,3.8,5.64,19.51,12.1,2.24,Air,Model,0
Zutendaal,BEL,50.91667,5.56667,4.86,19.51,11.71,0,Air,DistIn,0
Zwyndrecht,BEL,51.21667,4.33333,5.4,19.51,12.01,0,Air,Model,0
Cotonou,BEN,6.35083,2.42306,26.47,28.83,27.68,34.8,Air,WOA,0
Porto.Novo.BEN,BEN,6.45,2.63333,26.39,28.83,27.66,7.19,Air,Model,0
Chittagong,BGD,22.32194,91.81722,21.69,28.7,26.61,25.26,Air,Close,0
Dhaka,BGD,23.7,90.4,21.23,29.09,27.03,0,Air,DistIn,0
Fouzderhat.Beach,BGD,22.38333,91.75,21.51,28.63,26.52,27.38,Air,WOA,0
Kutubdia,BGD,21.86667,91.85,22.06,28.7,26.68,27.38,Air,WOA,0
Narayanganj,BGD,23.6,90.46667,21.51,29.09,27.07,0,Air,DistIn,0
Balchik,BGR,43.38333,28.18333,4.27,23.14,13.53,17.03,Air,WOA,0
Bourgas,BGR,42.5,27.48333,5.09,24.36,14.99,17.33,Air,Close,0
Kozloduy,BGR,43.78333,23.71667,2.54,24.44,13.84,0,Air,DistIn,0
Lesport,BGR,43.16667,27.81667,4.42,23.58,14.04,17.03,Air,Close,0
Lom,BGR,43.83333,23.2,2.65,23.85,13.46,0,Air,DistIn,0
Pomorie,BGR,42.53333,27.65,5.09,24.1,14.8,17.33,Air,WOA,0
Rousse,BGR,43.83333,25.96667,2.37,24.02,13.38,0,Air,DistIn,0
Silistra,BGR,44.1,27.25,2.59,23.85,13.42,0,Air,DistIn,0
Sozopol,BGR,42.4,27.68333,4.79,24.44,14.93,17.33,Air,WOA,0
Varna,BGR,43.2,27.91667,4.13,23.06,13.44,17.03,Air,WOA,0
Punta.Gorda.BLZ,BLZ,16.1,-88.8,24.44,27.59,26.85,35.7,Air,WOA,0
La.Paz.BOL,BOL,-16.48333,-68.15,5.96,9.88,8.15,0,Air,DistIn,0
Alter.do.Chao,BRA,-2.51667,-54.95,26.39,27.51,26.82,0,Air,DistIn,0
Alumar,BRA,-2.68333,-44.36667,27.37,28.29,27.71,18.96,Air,Model,0
Angra.dos.Reis,BRA,-23.00611,-44.31306,21.13,26.62,23.9,35.16,Air,WOA,0
Aracaju,BRA,-10.92611,-37.04722,25.36,27.66,26.66,27.31,Air,Model,0
Aratu,BRA,-12.78333,-38.48333,24.61,27.44,26.23,15.72,Air,Model,0
Arraial.do.Cabo,BRA,-22.96667,-42.03333,22.88,26.7,24.62,35.94,Air,WOA,0
Barao.de.Teffe,BRA,-25.43333,-48.53333,17.84,25.6,21.86,17.44,Air,Model,0
Belem,BRA,-1.44056,-48.49167,27.15,27.8,27.48,11.15,Air,WOA,0
Benjamim.Constant,BRA,-4.38333,-69.98333,26.31,27.22,26.79,0,Air,DistIn,0
Camamu,BRA,-13.95,-39.11667,24.19,27.07,25.95,36.9,Air,WOA,0
Campos,BRA,-21.7,-41.33333,22.15,27.15,24.7,1.76,Air,Model,0
Coari,BRA,-4.13333,-63.11667,26.85,27.51,27.25,0,Air,DistIn,0
Fazendinha,BRA,0.06667,-51.11667,26.92,28.22,27.54,9.78,Air,WOA,0
Florianopolis,BRA,-27.6,-48.56667,18.43,25.84,22.2,19.96,Air,Model,0
Icoraci,BRA,-1.3,-48.5,27.59,28.29,27.59,11.15,Air,WOA,0
Ilhabela,BRA,-23.76667,-45.35,18.73,25.19,22.41,35.3,Air,WOA,0
Ilheus,BRA,-14.78917,-39.03194,23.93,26.7,25.73,36.9,Air,WOA,0
Itacoatiara,BRA,-3.15,-58.45,27.07,28.15,27.48,0,Air,DistIn,0
Itaituba,BRA,-4.25,-55.93333,27.15,28.43,27.75,0,Air,DistIn,0
Itaqui,BRA,-2.56667,-44.35,27.59,28.29,27.59,24.05,Air,Model,0
Macae,BRA,-22.35,-41.8,21.79,26.08,24.44,35.66,Air,WOA,0
Macapa,BRA,0.035,-51.04972,26.92,28.22,27.54,9.78,Air,WOA,0
Macau,BRA,-5.1,-36.63333,26.7,28.15,27.37,36.3,Air,WOA,0
Madre.de.Deus,BRA,-12.75,-38.61667,24.53,27.44,26.15,17.23,Air,Model,0
Manaus,BRA,-3.15,-60.01667,27.59,28.56,27.92,0,Air,DistIn,0
Mangaratiba,BRA,-22.9,-44.05,18.33,24.7,21.79,35.16,Air,WOA,0
Miramar,BRA,-1.4,-48.48333,27.15,27.8,27.48,11.15,Air,WOA,0
Moju,BRA,-1.86667,-48.75,27.15,27.73,27.44,0,Air,DistIn,0
Munguba,BRA,-1.08333,-52.38333,26.85,28.08,27.4,0,Air,DistIn,0
Niteroi,BRA,-22.88333,-43.11667,22.52,27.44,24.86,26.31,Air,Model,0
Obidos,BRA,-1.75,-55.5,26.85,28.15,27.36,0,Air,DistIn,0
Parintins,BRA,-2.6,-56.73333,27.59,29.03,28.19,0,Air,DistIn,0
Parnaiba,BRA,-2.93333,-41.78333,27,28.29,27.74,35.88,Air,WOA,0
Pecem,BRA,-3.55,-38.81667,26.62,28.01,27.33,36.09,Air,WOA,0
Pelotas,BRA,-31.75,-52.25,14.73,24.95,20.06,15.8,Air,WOA,0
Ponta.da.Madeira,BRA,-2.56667,-44.38333,27.59,28.29,27.59,24.05,Air,Model,0
Porto.Alegre,BRA,-30.03333,-51.21667,16.54,25.84,21.45,0,Air,DistIn,0
Porto.Chibatao,BRA,-3.17667,-59.98333,27.51,28.56,27.9,0,Air,DistIn,0
Porto.Seguro,BRA,-16.41667,-39.11667,23.76,26.85,25.43,36.81,Air,WOA,0
Porto.Velho,BRA,-8.61667,-63.71667,26.08,27.73,26.93,0,Air,DistIn,0
Rio.de.Janeiro,BRA,-22.91667,-43.2,21.79,26.7,24.1,26.9,Air,Model,0
Salvador,BRA,-12.96667,-38.51667,24.7,27.51,26.27,36.81,Air,WOA,0
Santa.Clara.BRA,BRA,-29.9,-51.36667,16.74,26,21.62,0,Air,DistIn,0
Santarem,BRA,-2.41667,-54.7,26.62,27.66,26.98,0,Air,DistIn,0
Santos,BRA,-23.93333,-46.33333,20.09,26.16,23.39,18.52,Air,Model,0
Sao.Roque,BRA,-12.85,-38.85,23.67,26.85,25.53,10.65,Air,Model,0
Sepetiba,BRA,-22.93333,-43.83333,19.02,25.11,22.24,18.98,Air,Model,0
Tabatinga,BRA,-4.23333,-69.93333,26.31,27.22,26.83,0,Air,DistIn,0
Trombetas,BRA,-1.46667,-56.38333,27.37,28.7,27.86,0,Air,DistIn,0
Usiba,BRA,-12.81667,-38.5,24.53,27.44,26.15,21.03,Air,Model,0
Vila.do.Conde,BRA,-1.55,-48.75,27.22,27.87,27.54,11.21,Air,WOA,0
Vitoria,BRA,-20.3,-40.33333,23.5,27.8,25.61,20.59,Air,Model,0
Xiborena,BRA,-3.16667,-59.91667,27.51,28.56,27.9,0,Air,DistIn,0
Bandar.Seri.Begawan,BRN,4.9,114.93333,27.29,28.22,27.82,5.76,Air,Model,0
Kuala.Belait,BRN,4.58333,114.18333,27.22,28.22,27.75,32.6,Air,WOA,0
Lumut.BRN,BRN,4.66667,114.45,27.22,28.15,27.74,32.6,Air,WOA,0
Tanjong.Salirong,BRN,4.9,115.1,27.44,28.36,27.95,32.96,Air,WOA,0
Cartwright,CAN,53.7,-57.01667,0,14.22,3.15,30.66,Air,WOA,0
Devon.Is.,CAN,75,-85,0,5.96,0,4.66,Air,Model,0
Fort.Chimo,CAN,58.15,-68.3,0,13.02,0.69,29.79,Air,Close,0
Goose.Bay,CAN,53.35,-60.41667,0,16.94,2.9,0,Air,DistIn,0
Hall.Beach,CAN,68.8,-76.16667,0,9.03,0,30.54,Air,WOA,0
Hay.River,CAN,60.85,-115.7,0,17.84,1.46,0,Air,DistIn,0
Iqaluit,CAN,63.75,-68.53333,0,8.75,0,30.72,Air,WOA,0
Little.Cornwallis.Is.,CAN,75.38333,-96.95,0,6.29,0,30.24,Air,WOA,0
Melville.Is.,CAN,75.5,-112,0,5.64,0,27.71,Air,Close,0
Moosonee,CAN,51.26667,-80.65,0,17.04,2.56,24.42,Air,Close,0
Nanisivik,CAN,73.06667,-84.55,0,7.84,0,7.54,Air,Model,0
Pangnirtung,CAN,66.08333,-65.75,0,7.22,0,30.93,Air,WOA,0
Port.Hope.Simpson,CAN,52.55,-56.3,0,12.92,3.18,13.86,Air,Model,0
Resolute.Bay.,CAN,74.68333,-94.86667,0,6.37,0,30.05,Air,WOA,0
Rigolet,CAN,54.18333,-58.41667,0,13.92,2.67,20.79,Air,Model,0
Auld's.Cove,CAN,45.65,-61.44333,0.47,19.8,7.77,30.35,Air,WOA,0
Baddeck,CAN,46.1,-60.73333,0.42,19.51,7.69,10.14,Air,Model,0
Bagotville,CAN,48.35,-70.88333,0,20.19,5.16,26.18,Air,Close,0
Baie.Verte,CAN,49.93333,-56.2,0.03,17.34,5.33,20.72,Air,Model,0
Bathurst,CAN,47.61667,-65.63333,0,20.57,6.6,28.23,Air,Close,0
Bayside,CAN,45.16667,-67.13333,0.4,19.61,8.08,10.61,Air,Model,0
Beaver.Hbr.,CAN,44.86667,-62.4,0.79,18.73,7.8,31.12,Air,WOA,0
Belle.Hbr.,CAN,47.66667,-55.33333,0.63,17.74,7.06,31.49,Air,WOA,0
Belleoram,CAN,47.51667,-55.41667,0.63,17.74,7.06,31.49,Air,WOA,0
Big.Hbr.,CAN,46.16667,-60.41667,0.45,19.32,7.5,19.02,Air,Model,0
Black.Cape,CAN,48.11667,-65.81667,0,19.51,6,28.13,Air,WOA,0
Bonaventure,CAN,48.28333,-53.43333,0.72,17.34,6.85,31.34,Air,WOA,0
Botwood,CAN,49.15,-55.31667,0.19,19.02,6.53,16.24,Air,Model,0
Boylston,CAN,45.45,-61.51667,0.47,19.7,7.68,12.46,Air,Model,0
Bull.Arm,CAN,47.76667,-53.8,0.89,16.94,7.22,31.6,Air,WOA,0
Burlington(NF).CAN,CAN,49.76667,-56.01667,0.05,17.54,5.5,31.54,Air,WOA,0
Campbellton,CAN,48.01667,-66.66667,0,19.12,5.22,28.13,Air,Close,0
Carbonear,CAN,47.73333,-53.23333,0.92,17.44,7.16,31.86,Air,WOA,0
Carleton,CAN,48.1,-66.13333,0,19.32,5.51,28.13,Air,WOA,0
Carmanville,CAN,49.4,-54.28333,0.35,18.33,6.7,31.6,Air,WOA,0
Chandler,CAN,48.35,-64.66667,0,18.24,5.21,28.88,Air,WOA,0
Chatham.CAN,CAN,47.03333,-65.46667,0,20.85,6.82,28.31,Air,Close,0
Chicoutimi,CAN,48.43333,-71.08333,0,20.57,5.39,0,Air,DistIn,0
Clarenville,CAN,48.16667,-53.95,0.5,17.44,6.6,14.14,Air,Model,0
Come.By.Chance,CAN,47.8,-54.01667,0.58,16.94,6.37,31.6,Air,WOA,0
Country.Hbr.,CAN,45.21667,-61.73333,0.47,19.51,7.66,12.8,Air,Model,0
Dalhousie,CAN,48.06667,-66.36667,0,19.61,5.65,28.13,Air,Close,0
Dartmouth.CAN,CAN,44.66667,-63.58333,1.03,19.61,8.53,18.38,Air,Model,0
Digby,CAN,44.63333,-65.75,1.03,19.61,8.69,25.24,Air,Model,0
Eastern.Passage,CAN,44.6,-63.48333,1.1,19.51,8.57,27.26,Air,Model,0
Fredericton,CAN,45.95,-66.65,0.01,20.85,7.35,0,Air,DistIn,0
Georgetown.CAN,CAN,46.18333,-62.53333,0.24,20.38,7.67,29.79,Air,Close,0
Glovertown,CAN,48.66667,-54.05,0.38,18.04,6.65,16.22,Air,Model,0
Grand.Bank,CAN,47.1,-55.75,1.18,17.24,7.27,31.76,Air,WOA,0
Grande.Anse,CAN,48.4,-70.83333,0,20.19,5.16,26.18,Air,Close,0
Gros.Cacouna,CAN,47.93333,-69.51667,0,19.9,5.56,25.4,Air,WOA,0
Halifax,CAN,44.63333,-63.55,1.03,19.61,8.53,22.85,Air,Model,0
Hantsport,CAN,45.06667,-64.16667,0.66,20.57,8.49,23.89,Air,Model,0
Harbour.Breton,CAN,47.48333,-55.8,0.58,16.94,7.22,31.64,Air,WOA,0
Havre.St..Pierre,CAN,50.23333,-63.6,0,16.24,4.26,30.61,Air,WOA,0
Hawkes.Bay,CAN,50.61667,-57.16667,0.02,16.34,5.29,24.27,Air,Model,0
Holyrood,CAN,47.4,-53.13333,1.1,17.84,7.47,31.86,Air,WOA,0
Hubbards,CAN,44.63333,-64.06667,0.79,19.51,8.34,18.63,Air,Model,0
Iona,CAN,45.96667,-60.8,0.5,19.32,7.67,3.63,Air,Model,0
Isaac's.Hbr.,CAN,45.16667,-61.65,0.58,19.9,8.11,14.24,Air,Model,0
La.Baie,CAN,48.31667,-70.86667,0,19.32,4.66,26.18,Air,Close,0
Liscomb,CAN,45,-62,0.82,18.53,7.75,30.73,Air,WOA,0
Little.Narrows,CAN,45.98333,-60.98333,0.47,19.41,7.78,10.28,Air,Model,0
Liverpool.CAN,CAN,44.05,-64.71667,1.03,19.99,8.81,16.07,Air,Model,0
Main.Brook,CAN,51.18333,-56.01667,0,16.04,4.48,31.92,Air,WOA,0
Meteghan,CAN,44.2,-66.16667,1.26,17.94,9.03,32.09,Air,WOA,0
Millbank,CAN,47.05,-65.45,0,20.85,6.82,28.31,Air,Close,0
Milltown,CAN,47.9,-55.78333,0.35,17.54,6.6,16.15,Air,Model,0
Montague,CAN,46.16667,-62.63333,0.27,20.57,7.86,29.79,Air,Close,0
Mulgrave,CAN,45.58333,-61.38333,0.47,19.8,7.77,30.35,Air,WOA,0
New.Mills,CAN,47.95,-66.16667,0,19.51,5.46,28.13,Air,WOA,0
Newcastle.CAN,CAN,47,-65.55,0,20.85,6.69,28.31,Air,Close,0
Parrsboro,CAN,45.38333,-64.33333,0.29,19.32,7.44,31.04,Air,WOA,0
Pictou,CAN,45.68333,-62.71667,0.42,20.66,8.2,29.79,Air,Close,0
Point.Tupper,CAN,45.6,-61.36667,0.47,19.8,7.77,30.35,Air,WOA,0
Port.Alfred,CAN,48.33333,-70.86667,0,19.32,4.66,26.18,Air,Close,0
Port.aux.Basques,CAN,47.56667,-59.11667,0.5,16.64,6.32,31.13,Air,WOA,0
Port.Hastings,CAN,45.65,-61.4,0.47,19.8,7.77,30.35,Air,WOA,0
Port.Hawkesbury,CAN,45.61667,-61.35,0.47,19.8,7.77,30.35,Air,WOA,0
